Name,Muscle,Equipment,Rating,Type,Level,Description
Bench barbell roll-out,Abdominals,Barbell,8.3,Strength,Beginner,"1. Place a loaded barbell on the ground, near the end of a bench. Kneel with both legs on the bench, and take a medium to narrow grip on the barbell. This will be your starting position.
2. To begin, extend through the hips to slowly roll the bar forward. As you roll out, flex the shoulder to roll the bar above your head. Ensure that your arms remain extended throughout the movement.
3. When the bar has been moved as far forward as possible, return to the starting position."
Incline Push-Up Depth Jump,Chest,Body Only,8.3,Plyometrics,Intermediate,"1. For this drill you will need a box about 12 inches high, and two thick mats or aerobics steps.
2. Place the steps just outside of your shoulders, and place your feet on top of the box so that you are in an incline pushup position, your hands just inside the steps. This will be your starting position.
3. Begin by bending at the elbows to lower your body, quickly reversing position to push your body off of the ground. As you leave the ground, move your hands onto the steps, bending your elbows to absorb the impact.
4. Repeat the motion to return to the starting position."
Push-Up Wide,Chest,Body Only,8.3,Strength,Beginner,"1. With your hands wide apart, support your body on your toes and hands in a plank position. Your elbows should be extended and your body straight. Do not allow your hips to sag. This will be your starting position.
2. To begin, allow the elbows to flex, lowering your chest to the floor as you inhale.
3. Using your pectoral muscles, press your upper body back up to the starting position by extending the elbows. Exhale as you perform this step.
4. After pausing at the contracted position, repeat the movement for the prescribed amount of repetitions."
Exercise ball weighted hyperextension,Lower Back,Exercise Ball,8.3,Strength,Beginner,"1. To begin, lie down on an exercise ball with your torso pressing against the ball and parallel to the floor. The ball of your feet should be pressed against the floor to help keep you balanced. Place a weighted plate under your chin or behind your neck. This is the starting position.
2. Slowly raise your torso up by bending at the waist and lower back. Remember to exhale during this movement.
3. Hold the contraction on your lower back for a second and lower your torso back down to the starting position while inhaling.
4. Repeat for the recommended amount of repetitions prescribed in your program.

Caution:
 If you are new to this exercise, it is best to perform this exercise without any weights until you develop good form.


Variations:
 You can use a regular hyperextension bench also or perform on a flat bench with someone holding your legs."
Barbell behind-the-back shrug,Traps,Barbell,8.3,Strength,Intermediate,"1. Stand up straight with your feet at shoulder width as you hold a barbell with both hands behind your back using a pronated grip (palms facing back). Tip: Your hands should be a little wider than shoulder width apart. You can use wrist wraps for this exercise for better grip. This will be your starting position.
2. Raise your shoulders up as far as you can go as you breathe out and hold the contraction for a second. Tip: Refrain from trying to lift the barbell by using your biceps. The arms should remain stretched out at all times.
3. Slowly return to the starting position as you breathe in.
4. Repeat for the recommended amount of repetitions.

Variations:
 You can also rotate your shoulders as you go up, going in a semicircular motion from rear to front. However this version is not good for people with shoulder problems. In addition, this exercise can be performed with the barbell in front of your thighs, with dumbbells by the side, a smith machine or with a shrug machine."
Lying Supine Dumbbell Curl,Biceps,Dumbbell,8.3,Strength,Beginner,"1. Lie down on a flat bench face up while holding a dumbbell in each arm on top of your thighs.
2. Bring the dumbbells to the sides with the arms extended and the palms of the hands facing your thighs (neutral grip).
3. While keeping the arms close to your torso and elbows in, slowly lower your arms (as you keep them extended with a slight bend at the elbows) as far down towards the floor as you can go. Once you cannot go down any further, lock your upper arms in that position and that will be your starting position.
4. As you breathe out, slowly begin to curl the weights up as you simultaneously rotate your wrists so that the palms of the hands face up. Continue curling the weight until your biceps are fully contracted and squeeze hard at the top position for a second.Tip:Only the forearms should move. Upper arms should remain stationary and elbows should stay in throughout the movement.
5. Return back to the starting position very slowly.

Caution:
 It is very important to use a weight that you can control throughout the movement and also to start with a slight bend in your elbows. It is very easy to injure the biceps tendon if improper form and or too much weight is used."
Internal Rotation with Band,Shoulders,Bands,8.3,Strength,Beginner,"1. Choke the band around a post. The band should be at the same height as your elbow. Stand with your right side to the band a couple of feet away.
2. Grasp the end of the band with your right hand, and keep your elbow pressed firmly to your side. We recommend you hold a pad or foam roll in place with your elbow to keep it firmly in position.
3. With your upper arm in position, your elbow should be flexed to 90 degrees with your hand reaching away from your torso. This will be your starting position.
4. Execute the movement by rotating your arm in a forehand motion, keeping your elbow in place.
5. Continue as far as you are able, pause, and then return to the starting position."
Machine Preacher Curls,Biceps,Machine,8.3,Strength,Beginner,"1. Sit down on the Preacher Curl Machine and select the weight.
2. Place the back of your upper arms (your triceps) on the preacher pad provided and grab the handles using an underhand grip (palms facing up).Tip:Make sure that when you place the arms on the pad you keep the elbows in. This will be your starting position.
3. Now lift the handles as you exhale and you contract the biceps. At the top of the position make sure that you hold the contraction for a second.Tip:Only the forearms should move. The upper arms should remain stationary and on the pad at all times.
4. Lower the handles slowly back to the starting position as you inhale.
5. Repeat for the recommended amount of repetitions.

Variations:
 You can use free weights (barbells and dumbbells) to perform this exercise on a preacher bench. Alternatively, you can use the pulley machine as well in conjunction with a preacher bench."
Bottoms-Up Clean From The Hang Position,Forearms,Kettlebells,8.3,Strength,Beginner,"1. Initiate the exercise by standing upright with a kettlebell in one hand.
2. Swing the kettlebell back forcefully and then reverse the motion forcefully.Crush the kettlebell handle as hard as possible and raise the kettlebell to your shoulder."
Single-arm kneeling lat pull-down,Lats,Cable,8.3,Strength,Beginner,"1. Attach a single handle to a high pulley and make your weight selection.
2. Kneel in front of the cable tower, taking the cable with one hand with your arm extended. This will be your starting position.
3. Starting with your palm facing forward, pull the weight down to your torso by flexing the elbow and retract the shoulder blade. As you do so, rotate the wrist so that at the completion of the movement, your palm is now facing you.
4. After a brief pause, return to the starting position."
Floor Press,Triceps,Barbell,8.3,Powerlifting,Beginner,"1. Adjust the j-hooks so they are at the appropriate height to rack the bar. Begin lying on the floor with your head near the end of a power rack. Keeping your shoulder blades pulled together; pull the bar off of the hooks.
2. Lower the bar towards the bottom of your chest or upper stomach, squeezing the bar and attempting to pull it apart as you do so. Ensure that you tuck your elbows throughout the movement. Lower the bar until your upper arm contacts the ground and pause, preventing any slamming or bouncing of the weight.
3. Press the bar back up as fast as you can, keeping the bar, your wrists, and elbows in line as you do so."
Chest Push (multiple response),Chest,Medicine Ball,8.3,Plyometrics,Beginner,"1. Begin in a kneeling position facing a wall or utilize a partner. Hold the ball with both hands tight into the chest.
2. Execute the pass by exploding forward and outward with the hips while pushing the ball as hard as possible.
3. Follow through by falling forward, catching yourself with your hands.
4. Immediately return to an upright position. Repeat for the desired number of repetitions."
Feet-elevated oblique crunch,Abdominals,Body Only,8.3,Strength,Intermediate,"1. Lie flat on the floor with your lower back pressed to the ground. For this exercise, you will need to put one hand beside your head and the other to the side against the floor.
2. Make sure your feet are elevated and resting on a flat surface.
3. Now lift the shoulder in which your hand is touching your head.
4. Simply elevate your shoulder and body upward until you touch your knee. For example, if you have your right hand besides your head, then you want to elevate your body upwards until your right elbow touches your left knee. The same variation can be applied doing the inverse and using your left elbow to touch your right knee.
5. After your knee touches your elbow, lower your body until you have reached the starting position.
6. Remember to breathe in during the eccentric (lowering) part of the exercise and to breathe out during the concentric (upward) part of the exercise.
7. Continue alternating in this manner until all of the recommended repetitions for each side have been completed.

Note:
 While you cannot add resistance to this exercise you can concentrate on perfect execution and slow speed."
Elevated Cable Rows,Lats,Cable,8.3,Strength,Beginner,"1. Get a platform of some sort (it can be an aerobics or calf raise platform) that is around 4-6 inches in height.
2. Place it on the seat of the cable row machine.
3. Sit down on the machine and place your feet on the front platform or crossbar provided making sure that your knees are slightly bent and not locked.
4. Lean over as you keep the natural alignment of your back and grab the V-bar handles.
5. With your arms extended pull back until your torso is at a 90-degree angle from your legs. Your back should be slightly arched and your chest should be sticking out. You should be feeling a nice stretch on your lats as you hold the bar in front of you. This is the starting position of the exercise.
6. Keeping the torso stationary, pull the handles back towards your torso while keeping the arms close to it until you touch the abdominals. Breathe out as you perform that movement. At that point you should be squeezing your back muscles hard. Hold that contraction for a second and slowly go back to the original position while breathing in.
7. Repeat for the recommended amount of repetitions.

Caution:
 Avoid swinging your torso back and forth as you can cause lower back injury by doing so.


Variations:
 You can use a straight bar instead of a V-Bar and perform with a pronated grip (palms facing down-forward) or a supinated grip (palms facing up-reverse grip)."
Incline Dumbbell Flyes - With A Twist,Chest,Dumbbell,8.3,Strength,Beginner,"1. Hold a dumbbell in each hand and lie on an incline bench that is set to an incline angle of no more than 30 degrees.
2. Extend your arms above you with a slight bend at the elbows.
3. Now rotate the wrists so that the palms of your hands are facing you.Tip:The pinky fingers should be next to each other. This will be your starting position.
4. As you breathe in, start to slowly lower the arms to the side while keeping the arms extended and while rotating the wrists until the palms of the hand are facing each other.Tip:At the end of the movement the arms will be by your side with the palms facing the ceiling.
5. As you exhale start to bring the dumbbells back up to the starting position by reversing the motion and rotating the hands so that the pinky fingers are next to each other again.Tip:Keep in mind that the movement will only happen at the shoulder joint and at the wrist. There is no motion that happens at the elbow joint.
6. Repeat for the recommended amount of repetitions.

Variations:
 You can perform regular flyes and also twisting flyes where your initial position starts with the thumbs facing each other instead of the pinky."
Cross Over - With Bands,Chest,Bands,8.3,Strength,Beginner,"1. Secure an exercise band around a stationary post.
2. While facing away from the post, grab the handles on both ends of the band and step forward enough to create tension on the band.
3. Raise your arms to the sides, parallel to the floor, perpendicular to your torso (your torso and the arms should resemble the letter ""T"") and with the palms facing forward. Have them extended with a slight bend at the elbows. This will be your starting position.
4. While keeping your arms straight, bring them across your chest in a semicircular motion to the front as you exhale and flex your pecs. Hold the contraction for a second.
5. Slowly return to the starting position as you inhale.
6. Perform for the recommended amount of repetitions.

Variations:
 This exercise can also be performed using pulleys."
Dumbbell iron cross squat,Shoulders,,8.3,Strength,Intermediate,"1. Stand with feet shoulder width apart holding a dumbbell in each hand.

2. Now lift the arms to your sides so that your torso and the arms form the letter ""T"". The arms should be parallel to the floor and perpendicular to each side of your torso. The palms should be facing forward. This will be your starting position.

3-a. As you inhale slowly squat down by bending at the knees and holding the back erect as if you were going to sit on a chair. Continue with the squat motion until your thighs are parallel to the floor. 
Tip:
 Remember that the knees should never go past your toes.

3-b. As you squat down, simultaneously bring the arms in front of you until the palms of the hands are facing each other. 
Tip:
 This will look like a flat bench flye but performed standing up. The arms will remain extended throughout the movement and only the shoulder joint will move.

4. Now start pressing with the ball of the foot mainly in order to go back to the initial position and simultaneously move the arms out away from your sides in order to form a giant ""T"" as you stand upright. Exhale as you perform this movement.

5. Repeat for the recommended amount of repetitions."
Split Jerk,Quadriceps,Barbell,8.3,Olympic Weightlifting,Beginner,"1. Standing with the weight racked on the front of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward.
2. Go down only slightly, and reverse direction as powerfully as possible. Drive through the heels create as much speed and force as possible, and be sure to move your head out of the way as the bar leaves the shoulders. At this moment as the feet leave the floor, the feet must be placed into the receiving position as quickly as possible.
3. In the brief moment the feet are not actively driving against the platform, the athleteâ€™s effort to push the bar up will drive them down. The feet should be moved to a split stance, one foot forward, one foot back, with the knees partially bent. Receive the bar with the arms locked out overhead.
4. Return to a standing position, bringing the feet together."
Standing Low-Pulley Deltoid Raise,Shoulders,Cable,8.3,Strength,Intermediate,"1. Start by standing to the right side of a low pulley row. Use your left hand to come across the body and grab a single handle attached to the low pulley with a pronated grip (palms facing down). Rest your arm in front of you. Your right hand should grab the machine for better support and balance.
2. Make sure that your back is erect and your feet are shoulder width apart from each other. This is the starting position.
3. Begin to use the left hand and come across your body out until it is elevated to shoulder height while exhaling.
4. Feel the contraction at the top for a second and begin to slowly lower the handle back down to the original starting position while inhaling.
5. Repeat for the recommended amount of repetitions.
6. Switch arms and repeat the exercise."
Cobra Triceps Extension,Triceps,,8.3,Strength,Intermediate,"1. Begin lying prone on the floor with your elbows bent and your finger tips in line with your chest.
2. Extend your elbows and push your upper body and hips off the ground.
3. When your elbows reach full extension, re-bend them and lower your body back to the ground.
4. Repeat."
Advanced Kettlebell Windmill,Abdominals,Kettlebells,8.3,Strength,Beginner,"1. Clean and press a kettlebell overhead with one arm.
2. Keeping the kettlebell locked out at all times, push your butt out in the direction of the locked out kettlebell. Keep the non-working arm behind your back and turn your feet out at a forty-five degree angle from the arm with the kettlebell.
3. Lower yourself as far as possible.
4. Pause for a second and reverse the motion back to the starting position."
Rack pull,Lower Back,Barbell,8.3,Powerlifting,Intermediate,"1. Set up in a power rack with the bar on the pins. The pins should be set to the desired point; just below the knees, just above, or in the mid thigh position. Position yourself against the bar in proper deadlifting position. Your feet should be under your hips, your grip shoulder width, back arched, and hips back to engage the hamstrings. Since the weight is typically heavy, you may use a mixed grip, a hook grip, or use straps to aid in holding the weight.
2. With your head looking forward, extend through the hips and knees, pulling the weight up and back until lockout. Be sure to pull your shoulders back as you complete the movement.
3. Return the weight to the pins and repeat."
Dumbbell step-up,Quadriceps,Dumbbell,8.2,Strength,Intermediate,"1. Stand up straight while holding a dumbbell on each hand (palms facing the side of your legs).
2. Place the right foot on the elevated platform. Step on the platform by extending the hip and the knee of your right leg. Use the heel mainly to lift the rest of your body up and place the foot of the left leg on the platform as well. Breathe out as you execute the force required to come up.
3. Step down with the left leg by flexing the hip and knee of the right leg as you inhale. Return to the original standing position by placing the right foot of to next to the left foot on the initial position.
4. Repeat with the right leg for the recommended amount of repetitions and then perform with the left leg.

Note:
 This is a great exercise for people with lower back problems that are unable to do stiff legged deadlifts.


Variations:
 Just like lunges, this exercise can also be performed by alternating between the right and the left leg every time until all repetitions have been performed for both legs. Also, a barbell can be used for resistance. Beginners can start with only the bodyweight, especially if they have balance issues."
Smith machine inverted row,Middle Back,Other,8.2,Strength,Intermediate,"1. Position a bar in a rack to about waist height. You can also use a smith machine.
2. Take a wider than shoulder width grip on the bar and position yourself hanging underneath the bar. Your body should be straight with your heels on the ground with your arms fully extended. This will be your starting position.
3. Begin by flexing the elbow, pulling your chest towards the bar. Retract your shoulder blades as you perform the movement.
4. Pause at the top of the motion, and return yourself to the start position.
5. Repeat for the desired number of repetitions."
Bent-arm dumbbell pull-over,Chest,Dumbbell,8.2,Strength,Intermediate,"1. Place a dumbbell standing up on a flat bench.
2. Ensuring that the dumbbell stays securely placed at the top of the bench, lie perpendicular to the bench (torso across it as in forming a cross) with only your shoulders lying on the surface. Hips should be below the bench and legs bent with feet firmly on the floor. The head will be off the bench as well.
3. Grasp the dumbbell with both hands and hold it straight over your chest with a bend in your arms. Both palms should be pressing against the underside one of the sides of the dumbbell. This will be your starting position.Caution:Always ensure that the dumbbell used for this exercise is secure. Using a dumbbell with loose plates can result in the dumbbell falling apart and falling on your face.
4. While keeping your arms locked in the bent arm position, lower the weight slowly in an arc behind your head while breathing in until you feel a stretch on the chest.
5. At that point, bring the dumbbell back to the starting position using the arc through which the weight was lowered and exhale as you perform this movement.
6. Hold the weight on the initial position for a second and repeat the motion for the prescribed number of repetitions.

Caution:
 If you are new to this movement, have a spotter hand you the weight instead. If not, please ensure that the dumbbell does not fall on you as you arrange your torso to perform the exercise on the bench.

Also, as I already mentioned, ensure that the dumbbell used is in perfect working condition. Old dumbbells in need of welding should never be used to perform this exercise.


Variations:

• You can perform this exercise using a barbell or an e-z bar instead of dumbbells.
• Also, if using dumbbells like Powerblocksâ„¢, just use a dumbbell on each hand with the palms of your hands facing each other."
Reverse-grip barbell curl,Biceps,Barbell,8.2,Strength,Intermediate,"1. Stand up with your torso upright while holding a barbell at shoulder width with the elbows close to the torso. The palm of your hands should be facing down (pronated grip). This will be your starting position.
2. While holding the upper arms stationary, curl the weights while contracting the biceps as you breathe out. Only the forearms should move. Continue the movement until your biceps are fully contracted and the bar is at shoulder level. Hold the contracted position for a second as you squeeze the muscle.
3. Slowly begin to bring the bar back to starting position as your breathe in.
4. Repeat for the recommended amount of repetitions.

Variations:
 You can also perform this movement using an E-Z attachment hooked to a low pulley. This variation seems to really provide a good contraction at the top of the movement. You can also use an E-Z bar as well."
Standing Cable Wood Chop,Abdominals,Cable,8.2,Strength,Intermediate,"1. Connect a standard handle to a tower, and move the cable to the highest pulley position.
2. With your side to the cable, grab the handle with one hand and step away from the tower. You should be approximately armâ€™s length away from the pulley, with the tension of the weight on the cable. Your outstretched arm should be aligned with the cable.
3. With your feet positioned shoulder width apart, reach upward with your other hand and grab the handle with both hands. Your arms should still be fully extended.
4. In one motion, pull the handle down and across your body to your front knee while rotating your torso.
5. Keep your back and arms straight and core tight while you pivot your back foot and bend your knees to get a full range of motion.
6. Maintain your stance and straight arms. Return to the neutral position in a slow and controlled manner.
7. Repeat to failure.
8. Then, reposition and repeat the same series of movements on the opposite side.
Tip: You will twist your entire body with this exercise, but really focus on getting maximal torso rotation and a strong clinch at the end of the movement. To ensure a good mind-muscle connection, keep your abs tense at all times."
Band Pull Apart,Shoulders,Bands,8.2,Strength,Intermediate,"1. Begin with your arms extended straight out in front of you, holding the band with both hands.
2. Initiate the movement by performing a reverse fly motion, moving your hands out laterally to your sides.
3. Keep your elbows extended as you perform the movement, bringing the band to your chest. Ensure that you keep your shoulders back during the exercise.
4. Pause as you complete the movement, returning to the starting position under control."
Cable rope hammer curl,Biceps,Cable,8.2,Strength,Intermediate,"1. Attach a rope attachment to a low pulley and stand facing the machine about 12 inches away from it.
2. Grasp the rope with a neutral (palms-in) grip and stand straight up keeping the natural arch of the back and your torso stationary.
3. Put your elbows in by your side and keep them there stationary during the entire movement.Tip:Only the forearms should move; not your upper arms. This will be your starting position.
4. Using your biceps, pull your arms up as you exhale until your biceps touch your forearms.Tip:Remember to keep the elbows in and your upper arms stationary.
5. After a 1 second contraction where you squeeze your biceps, slowly start to bring the weight back to the original position.
6. Repeat for the recommended amount of repetitions.

Variations:
 You can perform this exercise with dumbbells."
Standing crossed-cable rear delt fly,Shoulders,Cable,8.2,Strength,Intermediate,"1. Adjust the pulleys to the appropriate height and adjust the weight. The pulleys should be above your head.
2. Grab the left pulley with your right hand and the right pulley with your left hand, crossing them in front of you. This will be your starting position.
3. Initiate the movement by moving your arms back and outward, keeping your arms straight as you execute the movement.
4. Pause at the end of the motion before returning the handles to the start position."
Kettlebell Turkish Get-Up (Lunge style),Shoulders,Kettlebells,8.2,Strength,Intermediate,"1. Lie on your back on the floor and press a kettlebell to the top position by extending the elbow. Bend the knee on the same side as the kettlebell.
2. Keeping the kettlebell locked out at all times, pivot to the opposite side and use your non- working arm to assist you in driving forward to the lunge position. Using your free hand, push yourself to a seated position, then progressing to one knee.
3. While looking up at the kettlebell, slowly stand up. Reverse the motion back to the starting position and repeat."
Reverse Machine Flyes,Shoulders,Machine,8.2,Strength,Intermediate,"1. Adjust the handles so that they are fully to the rear. Make an appropriate weight selection and adjust the seat height so the handles are at shoulder level. Grasp the handles with your hands facing inwards. This will be your starting position.
2. In a semicircular motion, pull your hands out to your side and back, contracting your rear delts.
3. Keep your arms slightly bent throughout the movement, with all of the motion occurring at the shoulder joint.
4. Pause at the rear of the movement, and slowly return the weight to the starting position."
Single-leg kettlebell deadlift,Hamstrings,Kettlebells,8.2,Strength,Intermediate,"1. Hold a kettlebell in one hand, hanging to the side. Stand on one leg, on the same side that you hold the kettlebell.
2. Keeping that knee slightly bent, perform a stiff-legged deadlift by bending at the hip, extending your free leg behind you for balance. Continue lowering the kettlebell until you are parallel to the ground, and then return to the upright position. Repeat for the desired number of repetitions."
Machine chest press,Chest,Machine,8.2,Strength,Intermediate,"1. Sit down on the Chest Press Machine and select the weight.
2. Step on the lever provided by the machine since it will help you to bring the handles forward so that you can grab the handles and fully extend the arms.
3. Grab the handles with a palms-down grip and lift your elbows so that your upper arms are parallel to the floor to the sides of your torso.Tip:Your forearms will be pointing forward since you are grabbing the handles. Once you bring the handles forward and extend the arms you will be at the starting position.
4. Now bring the handles back towards you as you breathe in.
5. Push the handles away from you as you flex your pecs and you breathe out. Hold the contraction for a second before going back to the starting position.
6. Repeat for the recommended amount of reps.
7. When finished step on the lever again and slowly get the handles back to their original place.

Variations:
 You can use free weights (barbells and dumbbells) to perform this exercise on a regular bench. Alternatively, you can use the pulley machine as well."
Supine Chest Throw,Triceps,Medicine Ball,8.2,Plyometrics,Beginner,"1. This drill is great for chest passes when you lack a partner or a wall of sufficient strength. Lay on the ground on your back with your knees bent.
2. Begin with the ball on your chest, held with both hands on the bottom.
3. Explode up, extending through the elbow to throw the ball directly above you as high as possible.
4. Catch the ball with both hands as it comes down."
Push-jerk,Quadriceps,Barbell,8.2,Olympic Weightlifting,Intermediate,"1. Standing with the weight racked on the front of the shoulders, begin with the dip. With your feet directly under your hips, flex the knees without moving the hips backward. Go down only slightly, and reverse direction as powerfully as possible.
2. Drive through the heels create as much speed and force as possible, and be sure to move your head out of the way as the bar leaves the shoulders.
3. At this moment as the feet leave the floor, the feet must be placed into the receiving position as quickly as possible. In the brief moment the feet are not actively driving against the platform, the athletes effort to push the bar up will drive them down. The feet should be moved to a slightly wider stance, with the knees partially bent.
4. Receive the bar with the arms locked out overhead.
5. Return to a standing position."
One-Arm Kettlebell Row,Middle Back,,8.2,Strength,Intermediate,"1. Place a kettlebell in front of your feet. Bend your knees slightly and then push your butt out as much as possible as you bend over to get in the starting position. Grab the kettlebell and pull it to your stomach, retracting your shoulder blade and flexing the elbow. Keep your back straight. Lower and repeat."
Mixed Grip Chin,Middle Back,Body Only,8.2,Strength,Intermediate,"1. Using a spacing that is just about 1 inch wider than shoulder width, grab a pull-up bar with the palms of one hand facing forward and the palms of the other hand facing towards you. This will be your starting position.
2. Now start to pull yourself up as you exhale.Tip:With the arm that has the palms facing up concentrate on using the back muscles in order to perform the movement. The elbow of that arm should remain close to the torso. With the other arm that has the palms facing forward, the elbows will be away but in line with the torso. You will concentrate on using the lats to pull your body up.
3. After a second contraction at the top, start to slowly come down as you inhale.
4. Repeat for the recommended amount of repetitions.
5. On the following set, switch grips; so if you had the right hand with the palms facing you and the left one with the palms facing forward, on the next set you will have the palms facing forward for the right hand and facing you for the left.

Variations:

• If you are new at this exercise and do not have the strength to perform it, use a chin assist machine if available. These machines use weight to help you push your bodyweight.
• Otherwise, a spotter holding your legs can help.
• On the other hand, more advanced lifters can add weight to the exercise by using a weight belt that allows the addition of weighted plates."
Bradford/Rocky Presses,Shoulders,Barbell,8.2,Strength,Beginner,"1. Sit on a Military Press Bench with a bar at shoulder level with a pronated grip (palms facing forward).Tip:Your grip should be wider than shoulder width and it should create a 90-degree angle between the forearm and the upper arm as the barbell goes down. This is your starting position.
2. Once you pick up the barbell with the correct grip, lift the bar up over your head by locking your arms.
3. Now lower the bar down to the back of the head slowly as you inhale.
4. Lift the bar back up to the starting position as you exhale.
5. Lower the bar down to the starting position slowly as you inhale. This is one repetition.
6. Alternate in this manner until you complete the recommended amount of repetitions.

Variations:
 For more stress on the shoulders, only lift the bar until it is slightly above the head and then lower to the opposite side. In this manner you keep more constant tension on the shoulders while minimizing triceps involvement."
Incline anti-gravity shoulder press,Shoulders,E-Z Curl Bar,8.2,Strength,Intermediate,"1. Place a bar on the ground behind the head of an incline bench.
2. Lay on the bench face down. With a pronated grip, pick the barbell up from the floor. Flex the elbows, performing a reverse curl to bring the bar near your chest. This will be your starting position.
3. To begin, press the barbell out in front of your head by extending your elbows. Keep your arms parallel to the ground throughout the movement.
4. Return to the starting position and repeat to complete the set."
Alien Squat,Quadriceps,Body Only,8.2,Plyometrics,Beginner,"1. Position your legs using a very wide stance with the toes slightly pointed out and knees slightly bent. Rest your hands on your hips. Keep your neck neutral and maintain a straight back. This will be your starting position.
2. Descend into a half squat by pushing your hips and butt back. Then push through your heels and jump straight up while simultaneously kicking each leg outward at a 45 degree angle.
3. Land back in the starting position and repeat for the recommended amount of repetitions or time."
Barbell back squat,Quadriceps,Barbell,8.2,Strength,Intermediate,"1. Begin by loading the bar appropriately and stepping under it, placing it across the back of the shoulders slightly below the rear deltoids in a â€œlow-barâ€ position. Squeeze your shoulder blades together and rotate your elbows forward, attempting to bend the bar across your shoulders.
2. Remove the bar from the rack, creating a tight arch in your lower back, and step back into position. Place your feet in a wider-than-shoulder-width stance with the toes slightly pointed out and knees slightly bent. Keep your neck neutral. This will be your starting position.
3. Descend into a squat by pushing your hips and butt backwards. Continue down until the upper legs are at or just below parallel to the floor. Inhale as you perform this portion of the movement.
4. Descend into a squat by pushing your hips and butt backwards. Continue down until the upper legs are at or just below parallel to the floor. Inhale as you perform this portion of the movement.
5. Drive up through your heels, pushing your feet and knees out. Continue upward, maintaining tightness head to toe, until you have returned to the starting position.
6. Repeat for recommended amount of repetitions."
Neutral-grip pull-up,Lats,Body Only,8.2,Strength,Intermediate,"1. Take a neutral grip on parallel pull-up bars, hanging freely with your arms extended. This will be your starting position.
2. Pull yourself up by flexing the elbows and extending the glenohumeral joint. Do not swing or use momentum to complete the movement. Attempt to get your chin above your hands.
3. Pause at the top of the motion before lowering yourself to the starting position."
Bodyweight triceps press,Triceps,Body Only,8.2,Strength,Intermediate,"1. Position a bar in a rack at chest height.
2. Standing, take a shoulder width grip on the bar and step a yard or two back, feet together and arms extended so that you are leaning on the bar. This will be your starting position.
3. Begin by flexing the elbow, lowering yourself towards the bar.
4. Pause, and then reverse the motion by extending the elbows.
5. Progress from bodyweight by adding chains over your shoulders."
Cable reverse crunch,Abdominals,Cable,8.2,Strength,Beginner,"1. Connect an ankle strap attachment to a low pulley cable and position a mat on the floor in front of it.
2. Sit down with your feet toward the pulley and attach the cable to your ankles.
3. Lie down, elevate your legs and bend your knees at a 90-degree angle. Your legs and the cable should be aligned. If not, adjust the pulley up or down until they are.
4. With your hands behind your head, bring your knees inward to your torso and elevate your hips off the floor.
5. Pause for a moment and in a slow and controlled manner drop your hips and bring your legs back to the starting 90-degree angle. You should still have tension on your abs in the resting position.
6. Repeat the same movement to failure.
Tip: Donâ€™t put pressure against your neck when your hands are behind your head. This position is only to keep your upper back slightly elevated so your upper abs engage. If you tweak your neck, then reposition your arms at your side."
Cable Hip Adduction,Quadriceps,Cable,8.2,Strength,Beginner,"1. Stand in front of a low pulley facing forward with one leg next to the pulley and the other one away.
2. Attach the ankle cuff to the cable and also to the ankle of the leg that is next to the pulley.
3. Now step out and away from the stack with a wide stance and grasp the bar of the pulley system.
4. Stand on the foot that does not have the ankle cuff (the far foot) and allow the leg with the cuff to be pulled towards the low pulley. This will be your starting position.
5. Now perform the movement by moving the leg with the ankle cuff in front of the far leg by using the inner thighs to abduct the hip. Breathe out during this portion of the movement.
6. Slowly return to the starting position as you breathe in.
7. Repeat for the recommended amount of repetitions and then repeat the same movement with the opposite leg.

Variations:
 You can use an inner thigh machine to perform this movement or you can also use ankle weights or an exercise band."
Butt Kicks,Quadriceps,Body Weight,8.2,Cardio,Intermediate,"1. Stand with your legs shoulder-width apart. Your arms should be bent at your sides.
2. Flex the right knee and kick your right heel up toward your glutes. Bring the right foot back down.
3. As the right leg comes down, flex your left knee and kick your left foot up toward your glutes. Swing your arms as if you were jogging.
4. Repeat"
Machine-assisted pull-up,Lats,Machine,8.2,Strength,Beginner,"1. Use an assisted pull-up machine or securely attach a heavy-duty band to a pull-up station, securing it around just one knee. The tension should be taut enough to pull that lower leg up. Grasp the bar with an overhand grip just outside shoulder width and hang at full arm extension. This is your start position.
2. Keeping your body straight, contract your lats to pull yourself up as high as you can, driving your elbows down.
3. Slowly release to full arm extension. Repeat for the required number of reps and safely dismount from the apparatus."
Standing Cable Chest Press,Chest,Cable,8.2,Strength,Beginner,"1. Position dual pulleys to chest height and select an appropriate weight. Stand a foot or two in front of the cables, holding one in each hand. You can stagger your stance for better stability.
2. Position the upper arm at a 90 degree angle with the shoulder blades together. This will be your starting position.
3. Keeping the rest of the body stationary, extend through the elbows to press the handles forward, drawing them together in front of you.
4. Pause at the top of the motion, and return to the starting position."
